path,lang,inventory_status,broken_signals,task_group,assignee_team,state,pr_link,verification_status,verification_inventory_refresh,notes
lumiya_decompiled_source/com/lumiyaviewer/lumiya/voiceintf/VoicePluginServiceConnection.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/nineoldandroids/animation/AnimatorInflater.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/com/nineoldandroids/util/Property.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/com/nineoldandroids/util/ReflectiveProperty.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/de/greenrobot/dao/async/AsyncOperationExecutor.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/de/greenrobot/dao/internal/FastCursor.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/de/greenrobot/dao/query/LazyList.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/de/greenrobot/dao/query/QueryBuilder.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/Cookie.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/HttpUrl.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/cache/CacheStrategy.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/cache2/FileOperator.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/cache2/Relay.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/http2/Http2Connection.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/platform/Jdk9Platform.java,java,BROKEN,unsupported-operation,Platform Stability Remediation,Platform Stability Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/tls/DistinguishedNameParser.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okhttp3/internal/ws/WebSocketWriter.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/okio/Buffer.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
lumiya_decompiled_source/uk/co/senab/photoview/PhotoViewAttacher.java,java,BROKEN,decompilation-stub|unsupported-operation,Android Core Recovery,Android Core Recovery Team,TODO,,PENDING,,
